#gene_id,sprot_Top_BLASTX_hit
evm.model.Seg1493.9.2.57f48f76,sp|P25500|PAPOA_BOVIN^sp|P25500|PAPOA_BOVIN^Q:358-1944
evm.model.Seg1493.10,.
evm.model.Seg1493.11,.
evm.model.Seg14932.1,.
evm.model.Seg1494.1,.
evm.model.Seg1494.1.1.57f48f76,.
evm.model.Seg1494.2,.
evm.model.Seg1494.3,sp|Q08D57|SET1B_XENTR^sp|Q08D57|SET1B_XENTR^Q:3718-4635
evm.model.Seg1494.4,sp|Q5YCC5|TMC7_CHICK^sp|Q5YCC5|TMC7_CHICK^Q:310-2025
evm.model.Seg1494.5,.
evm.model.Seg1494.6,sp|Q5ZIL9|KBP_CHICK^sp|Q5ZIL9|KBP_CHICK^Q:147-1919
evm.model.Seg1494.6,sp|Q5ZIL9|KBP_CHICK^sp|Q5ZIL9|KBP_CHICK^Q:147-1919
evm.model.Seg1494.7,sp|Q8K296|MTMR3_MOUSE^sp|Q8K296|MTMR3_MOUSE^Q:272-1831
evm.model.Seg1494.8,.
evm.model.Seg1494.9,sp|Q9Y5Z4|HEBP2_HUMAN^sp|Q9Y5Z4|HEBP2_HUMAN^Q:163-639
evm.model.Seg1494.10,sp|Q8VI36|PAXI_MOUSE^sp|Q8VI36|PAXI_MOUSE^Q:1390-2553
evm.model.Seg1494.11,.
evm.model.Seg1494.12,.
evm.model.Seg1494.13,sp|O43422|P52K_HUMAN^sp|O43422|P52K_HUMAN^Q:1-1695
evm.model.Seg1494.13,sp|O43422|P52K_HUMAN^sp|O43422|P52K_HUMAN^Q:1-1695
evm.model.Seg1494.13,sp|O43422|P52K_HUMAN^sp|O43422|P52K_HUMAN^Q:1-1695
evm.model.Seg14948.1,.
evm.model.Seg1495.2,.
evm.model.Seg1495.1,sp|Q96RK4|BBS4_HUMAN^sp|Q96RK4|BBS4_HUMAN^Q:13-222
evm.model.Seg14959.1,sp|O88637|PCY2_RAT^sp|O88637|PCY2_RAT^Q:1-825
evm.model.Seg1496.1,sp|Q9MAG3|AB24G_ARATH^sp|Q9MAG3|AB24G_ARATH^Q:1154-2920
evm.model.Seg1496.2.1.57f48f76,sp|Q08E66|WFKN2_BOVIN^sp|Q08E66|WFKN2_BOVIN^Q:1008-1751
evm.model.Seg1496.2.1.57f48f76,sp|Q08E66|WFKN2_BOVIN^sp|Q08E66|WFKN2_BOVIN^Q:1008-1751
evm.model.Seg1496.2,sp|Q08E66|WFKN2_BOVIN^sp|Q08E66|WFKN2_BOVIN^Q:634-1377
evm.model.Seg1496.3,.
evm.model.Seg1496.4,.
evm.model.Seg1496.4.1.57f48f76,.
evm.model.Seg1496.5,sp|P52789|HXK2_HUMAN^sp|P52789|HXK2_HUMAN^Q:1-1116
evm.model.Seg1496.6,sp|Q9LMG7|PPA2_ARATH^sp|Q9LMG7|PPA2_ARATH^Q:531-2060
evm.model.Seg1496.7,sp|Q86I22|FAHD1_DICDI^sp|Q86I22|FAHD1_DICDI^Q:477-1079
evm.model.Seg1496.8,sp|A7SK48|EIF3A_NEMVE^sp|A7SK48|EIF3A_NEMVE^Q:164-2521
evm.model.Seg1496.9,sp|Q9LMG7|PPA2_ARATH^sp|Q9LMG7|PPA2_ARATH^Q:5509-6699
evm.model.Seg14963.1,.
evm.model.Seg1497.1,sp|Q6ZV29|PLPL7_HUMAN^sp|Q6ZV29|PLPL7_HUMAN^Q:214-3795
evm.model.Seg1497.2,sp|P82279|CRUM1_HUMAN^sp|P82279|CRUM1_HUMAN^Q:161-2854
evm.model.Seg1497.3,sp|P10040|CRB_DROME^sp|P10040|CRB_DROME^Q:5-238
evm.model.Seg1497.4,.
evm.model.Seg1497.5,.
evm.model.Seg1497.6,.
evm.model.Seg1497.7,.
evm.model.Seg14972.1,.
evm.model.Seg14972.2,sp|P71019|FABD_BACSU^sp|P71019|FABD_BACSU^Q:1-888
evm.model.Seg1498.1_evm.model.Seg1498.2,sp|Q63276|BAAT_RAT^sp|Q63276|BAAT_RAT^Q:410-1660
evm.model.Seg1498.3,sp|Q9CQI7|RU2B_MOUSE^sp|Q9CQI7|RU2B_MOUSE^Q:257-958
evm.model.Seg1498.4,.
evm.model.Seg1498.5,.
evm.model.Seg1498.5,.
evm.model.Seg1498.6,.
evm.model.Seg1498.7,sp|Q7ZUV1|PKHF2_DANRE^sp|Q7ZUV1|PKHF2_DANRE^Q:972-1424
evm.model.Seg1498.8,sp|Q8IUQ4|SIAH1_HUMAN^sp|Q8IUQ4|SIAH1_HUMAN^Q:619-1350
evm.model.Seg14989.1,.
evm.model.Seg1499.1,.
evm.model.Seg1499.2,.
evm.model.Seg1499.3,.
evm.model.Seg1499.4,sp|P60815|FLVC2_RAT^sp|P60815|FLVC2_RAT^Q:55-1206
evm.model.Seg1499.5,.
evm.model.Seg14994.1,sp|Q8VI56|LRP4_MOUSE^sp|Q8VI56|LRP4_MOUSE^Q:3-416
evm.model.Seg15.1,sp|P10881|LA_BOVIN^sp|P10881|LA_BOVIN^Q:5-571
evm.model.Seg15.1,sp|P10881|LA_BOVIN^sp|P10881|LA_BOVIN^Q:5-571
evm.model.Seg15.2.2.57f48f76,sp|O95251|KAT7_HUMAN^sp|O95251|KAT7_HUMAN^Q:3023-3598
evm.model.Seg15.2,sp|O95251|KAT7_HUMAN^sp|O95251|KAT7_HUMAN^Q:3023-3940
evm.model.Seg15.2.1.57f48f76,sp|O95251|KAT7_HUMAN^sp|O95251|KAT7_HUMAN^Q:2412-3329
evm.model.Seg15.3,sp|Q95KD7|CC191_MACFA^sp|Q95KD7|CC191_MACFA^Q:1091-1477
evm.model.Seg15.4,sp|P28715|ERCC5_HUMAN^sp|P28715|ERCC5_HUMAN^Q:2134-2994
evm.model.Seg15.4.1.57f48f76,sp|P28715|ERCC5_HUMAN^sp|P28715|ERCC5_HUMAN^Q:1753-2613
evm.model.Seg15.5,sp|O35136|NCAM2_MOUSE^sp|O35136|NCAM2_MOUSE^Q:961-2259
evm.model.Seg15.5.1.57f48f76,sp|O35136|NCAM2_MOUSE^sp|O35136|NCAM2_MOUSE^Q:961-2259
evm.model.Seg150.1,.
evm.model.Seg150.2,.
evm.model.Seg150.3,.
evm.model.Seg150.4,.
evm.model.Seg150.5,sp|Q8UVX0|PIWL1_DANRE^sp|Q8UVX0|PIWL1_DANRE^Q:449-709
evm.model.Seg150.6.2.57f48f76,.
evm.model.Seg150.6.1.57f48f76,.
evm.model.Seg150.6,.
evm.model.Seg1500.1,sp|J3S6Y1|TSEAR_MOUSE^sp|J3S6Y1|TSEAR_MOUSE^Q:287-1138
evm.model.Seg15008.1,sp|Q9Z6S5|RIR1_CHLPN^sp|Q9Z6S5|RIR1_CHLPN^Q:1-1806
evm.model.Seg1501.1,.
evm.model.Seg1501.2,sp|Q9D0L4|ADCK1_MOUSE^sp|Q9D0L4|ADCK1_MOUSE^Q:302-1669
evm.model.Seg1501.3,sp|P34969|5HT7R_HUMAN^sp|P34969|5HT7R_HUMAN^Q:546-1520
evm.model.Seg1501.3,sp|P34969|5HT7R_HUMAN^sp|P34969|5HT7R_HUMAN^Q:546-1520
evm.model.Seg1501.4,.
evm.model.Seg1501.5,sp|Q331K1|CYT_CYACP^sp|Q331K1|CYT_CYACP^Q:72-458
evm.model.Seg1501.6,.
evm.model.Seg1501.7,.
evm.model.Seg1501.8,sp|O08747|UNC5C_MOUSE^sp|O08747|UNC5C_MOUSE^Q:65-361
evm.model.Seg1501.9,.
evm.model.Seg1501.10,.
evm.model.Seg1502.1,sp|Q86Y82|STX12_HUMAN^sp|Q86Y82|STX12_HUMAN^Q:166-879
evm.model.Seg15024.1,.
evm.model.Seg15028.1,sp|Q91XP5|GLRA3_MOUSE^sp|Q91XP5|GLRA3_MOUSE^Q:6-461
evm.model.Seg1503.1,.
evm.model.Seg1503.2,.
evm.model.Seg1503.3,sp|Q9ESW8|PGPI_MOUSE^sp|Q9ESW8|PGPI_MOUSE^Q:1-372
evm.model.Seg1503.4,sp|P61374|ISL1_RAT^sp|P61374|ISL1_RAT^Q:126-317
evm.model.Seg1503.5,sp|P53405|ISL1_DANRE^sp|P53405|ISL1_DANRE^Q:2-184
evm.model.Seg15034.1,sp|Q5SVZ6|ZMYM1_HUMAN^sp|Q5SVZ6|ZMYM1_HUMAN^Q:73-1278
evm.model.Seg15038.1,.
evm.model.Seg1504.1,.
evm.model.Seg1504.2,.
evm.model.Seg1504.3,.
evm.model.Seg1504.4,.
evm.model.Seg15040.1,.
evm.model.Seg1505.1,sp|Q9D4H1|EXOC2_MOUSE^sp|Q9D4H1|EXOC2_MOUSE^Q:102-2927
evm.model.Seg1505.2,sp|Q96RW7|HMCN1_HUMAN^sp|Q96RW7|HMCN1_HUMAN^Q:424-1116
evm.model.Seg1505.3,.
evm.model.Seg1505.4,.
evm.model.Seg1505.5,.
evm.model.Seg1505.6,.
evm.model.Seg1505.6,.
evm.model.Seg1505.7,.
evm.model.Seg15054.1,.
evm.model.Seg1506.1,.
evm.model.Seg1506.2,.
evm.model.Seg1506.3,.
evm.model.Seg15069.1,sp|Q5F4B2|SWP70_CHICK^sp|Q5F4B2|SWP70_CHICK^Q:47-340
evm.model.Seg1507.1,.
evm.model.Seg1507.2,.
evm.model.Seg1507.3,sp|Q8N9I5|FADS6_HUMAN^sp|Q8N9I5|FADS6_HUMAN^Q:275-1219
evm.model.Seg1507.4,.
evm.model.Seg1507.5,sp|Q99K43|PRC1_MOUSE^sp|Q99K43|PRC1_MOUSE^Q:326-1813
evm.model.Seg1507.6,.
evm.model.Seg1507.7,.
evm.model.Seg1507.8,.
evm.model.Seg1507.9,sp|Q9LMG7|PPA2_ARATH^sp|Q9LMG7|PPA2_ARATH^Q:433-1968
evm.model.Seg1507.10,sp|Q14094|CCNI_HUMAN^sp|Q14094|CCNI_HUMAN^Q:307-1035
evm.model.Seg1507.11,sp|Q9GKT2|FXDC2_MACFA^sp|Q9GKT2|FXDC2_MACFA^Q:64-1038
evm.model.Seg1507.12,.
evm.model.Seg1508.1,.
evm.model.Seg1508.2,sp|O14036|SMD2_SCHPO^sp|O14036|SMD2_SCHPO^Q:2-295
evm.model.Seg1508.3,sp|Q14689|DIP2A_HUMAN^sp|Q14689|DIP2A_HUMAN^Q:6-512
evm.model.Seg1508.4,sp|Q9Y2E4|DIP2C_HUMAN^sp|Q9Y2E4|DIP2C_HUMAN^Q:1-213
evm.model.Seg1508.5,sp|Q9DAJ5|DLRB2_MOUSE^sp|Q9DAJ5|DLRB2_MOUSE^Q:97-375
evm.model.Seg1508.6,sp|Q9UQK1|PPR3C_HUMAN^sp|Q9UQK1|PPR3C_HUMAN^Q:16-396
evm.model.Seg1508.7,.
evm.model.Seg1508.8,.
evm.model.Seg1508.9,sp|Q9VVY3|GBS76_DROME^sp|Q9VVY3|GBS76_DROME^Q:172-744
evm.model.Seg1508.10,sp|Q9VXE5|PAKM_DROME^sp|Q9VXE5|PAKM_DROME^Q:825-1694
evm.model.Seg1508.11,sp|Q54BU4|ABCB1_DICDI^sp|Q54BU4|ABCB1_DICDI^Q:4-963
evm.model.Seg1508.12,.
evm.model.Seg1508.13,.
evm.model.Seg1508.14,.
evm.model.Seg1508.15,sp|Q8BG95|MYPT2_MOUSE^sp|Q8BG95|MYPT2_MOUSE^Q:421-687
evm.model.Seg1508.16,.
evm.model.Seg15085.1,.
evm.model.Seg1509.1,.
evm.model.Seg1509.2,sp|Q803G5|SAM5A_DANRE^sp|Q803G5|SAM5A_DANRE^Q:153-1523
evm.model.Seg1509.3,sp|Q15007|FL2D_HUMAN^sp|Q15007|FL2D_HUMAN^Q:246-902
evm.model.Seg1509.4,sp|Q7ZZ00|ZN511_DANRE^sp|Q7ZZ00|ZN511_DANRE^Q:139-864
evm.model.Seg1509.5,sp|Q9TWL9|COMA_CONMA^sp|Q9TWL9|COMA_CONMA^Q:249-425
evm.model.Seg1509.6,sp|Q9TWL9|COMA_CONMA^sp|Q9TWL9|COMA_CONMA^Q:823-1011
evm.model.Seg1509.6,sp|Q9TWL9|COMA_CONMA^sp|Q9TWL9|COMA_CONMA^Q:823-1011
evm.model.Seg1509.7,sp|P50747|BPL1_HUMAN^sp|P50747|BPL1_HUMAN^Q:320-2011
evm.model.Seg1509.7.1.57f48f76,sp|P50747|BPL1_HUMAN^sp|P50747|BPL1_HUMAN^Q:320-1891
evm.model.Seg1509.8,sp|Q62280|SSXT_MOUSE^sp|Q62280|SSXT_MOUSE^Q:122-277
evm.model.Seg1509.9,sp|Q99ND9|RWDD1_RAT^sp|Q99ND9|RWDD1_RAT^Q:181-843
evm.model.Seg1509.10,sp|Q5ZK69|PAAF1_CHICK^sp|Q5ZK69|PAAF1_CHICK^Q:74-1228
evm.model.Seg1509.11,sp|Q86UC2|RSPH3_HUMAN^sp|Q86UC2|RSPH3_HUMAN^Q:143-1093
evm.model.Seg1509.12,.
evm.model.Seg1509.13,sp|Q8K2J9|BTBD6_MOUSE^sp|Q8K2J9|BTBD6_MOUSE^Q:2234-906
evm.model.Seg1509.13,sp|Q8K2J9|BTBD6_MOUSE^sp|Q8K2J9|BTBD6_MOUSE^Q:2234-906
evm.model.Seg1509.14,sp|Q8K2J9|BTBD6_MOUSE^sp|Q8K2J9|BTBD6_MOUSE^Q:175-1503
evm.model.Seg1509.15,sp|Q3SZ90|RL13A_BOVIN^sp|Q3SZ90|RL13A_BOVIN^Q:54-656
evm.model.Seg1509.16,sp|O00764|PDXK_HUMAN^sp|O00764|PDXK_HUMAN^Q:214-1089
evm.model.Seg1509.17,sp|Q9VKJ0|HGD_DROME^sp|Q9VKJ0|HGD_DROME^Q:80-1354
evm.model.Seg1509.18,sp|Q9UA35|S28A3_EPTST^sp|Q9UA35|S28A3_EPTST^Q:22-1479
evm.model.Seg15098.1,.
evm.model.Seg151.1,.
evm.model.Seg151.1,.
evm.model.Seg1510.1,.
evm.model.Seg1510.2,.
evm.model.Seg1510.3,.
evm.model.Seg1510.4,.
evm.model.Seg1510.5,.
evm.model.Seg1510.6,.
evm.model.Seg1510.7,.
evm.model.Seg1510.8,.
evm.model.Seg1510.9,.
evm.model.Seg1510.10,.
evm.model.Seg1510.11,.
evm.model.Seg15103.1,.
evm.model.Seg15103.2,.
evm.model.Seg1511.1,.
evm.model.Seg1511.2,sp|P98063|BMP1_MOUSE^sp|P98063|BMP1_MOUSE^Q:477-3137
evm.model.Seg1511.3,.
evm.model.Seg1511.4,.
evm.model.Seg15110.1,sp|Q4L920|Y546_STAHJ^sp|Q4L920|Y546_STAHJ^Q:1-609
evm.model.Seg15110.2,sp|Q1RJR1|RLPA_RICBR^sp|Q1RJR1|RLPA_RICBR^Q:76-450
evm.model.Seg1512.1,sp|Q91437|PYR1_SQUAC^sp|Q91437|PYR1_SQUAC^Q:4-3114
evm.model.Seg1512.2,sp|Q91437|PYR1_SQUAC^sp|Q91437|PYR1_SQUAC^Q:1-2709
evm.model.Seg1512.3,sp|A7RWP6|EIF3E_NEMVE^sp|A7RWP6|EIF3E_NEMVE^Q:1-819
evm.model.Seg1512.4,sp|A7RWP6|EIF3E_NEMVE^sp|A7RWP6|EIF3E_NEMVE^Q:203-475
evm.model.Seg1512.4.1.57f48f76,sp|Q6QRN8|LAP4A_BOVIN^sp|Q6QRN8|LAP4A_BOVIN^Q:320-907
evm.model.Seg1512.4.1.57f48f76,sp|Q6QRN8|LAP4A_BOVIN^sp|Q6QRN8|LAP4A_BOVIN^Q:320-907
evm.model.Seg1512.5,sp|Q99502|EYA1_HUMAN^sp|Q99502|EYA1_HUMAN^Q:1989-2822
evm.model.Seg1512.5.1.57f48f76,sp|Q99502|EYA1_HUMAN^sp|Q99502|EYA1_HUMAN^Q:2688-3521
evm.model.Seg1512.6,sp|Q7ZTL7|BCS1_XENLA^sp|Q7ZTL7|BCS1_XENLA^Q:218-1462
evm.model.Seg1512.7,sp|P60954|NOL4_MOUSE^sp|P60954|NOL4_MOUSE^Q:31-219
evm.model.Seg1512.8,sp|P49275|DERF3_DERFA^sp|P49275|DERF3_DERFA^Q:570-1190
evm.model.Seg1512.9_evm.model.Seg1512.10,.
evm.model.Seg1512.9_evm.model.Seg1512.10,.
evm.model.Seg1512.11,sp|Q63159|COQ3_RAT^sp|Q63159|COQ3_RAT^Q:160-879
evm.model.Seg1512.12,sp|Q17237|SGF3_BOMMO^sp|Q17237|SGF3_BOMMO^Q:604-1176
evm.model.Seg15122.1,sp|P23188|FURIN_MOUSE^sp|P23188|FURIN_MOUSE^Q:136-441
evm.model.Seg15127.1,.
evm.model.Seg15129.1,.
evm.model.Seg1513.4,sp|Q29081|PMVK_PIG^sp|Q29081|PMVK_PIG^Q:4-423
evm.model.Seg1513.3,.
evm.model.Seg1513.2,.
evm.model.Seg1513.1,.
evm.model.Seg1514.1,sp|B7ZR65|SOX9A_XENLA^sp|B7ZR65|SOX9A_XENLA^Q:3-323
evm.model.Seg1514.2.1.57f48f76,.
evm.model.Seg1514.2,.
evm.model.Seg1514.3,.
evm.model.Seg1514.4,.
evm.model.Seg1514.5,sp|Q09575|YRD6_CAEEL^sp|Q09575|YRD6_CAEEL^Q:34-645
evm.model.Seg1514.6,.
evm.model.Seg15146.1,.
evm.model.Seg1515.3,.
evm.model.Seg1515.1,sp|Q92752|TENR_HUMAN^sp|Q92752|TENR_HUMAN^Q:764-1393
evm.model.Seg1515.1,sp|Q92752|TENR_HUMAN^sp|Q92752|TENR_HUMAN^Q:764-1393
evm.model.Seg1515.2,sp|D8VNT0|FCNV4_CERRY^sp|D8VNT0|FCNV4_CERRY^Q:561-1115
evm.model.Seg1515.2.1.57f48f76,sp|O75636|FCN3_HUMAN^sp|O75636|FCN3_HUMAN^Q:585-1115
evm.model.Seg15151.1,.
evm.model.Seg15154.1,.
evm.model.Seg15154.2,sp|Q3BN25|KTHY_XANC5^sp|Q3BN25|KTHY_XANC5^Q:442-1002
evm.model.Seg15156.1,.
evm.model.Seg15156.2,.
evm.model.Seg1516.1,.
evm.model.Seg1516.2,.
evm.model.Seg1516.2,.
evm.model.Seg1516.3,.
evm.model.Seg1516.3.1.57f48f76,.
evm.model.Seg1516.4,sp|Q3U0M1|TPPC9_MOUSE^sp|Q3U0M1|TPPC9_MOUSE^Q:621-3695
evm.model.Seg1516.4.1.57f48f76,sp|Q32PH0|TPPC9_BOVIN^sp|Q32PH0|TPPC9_BOVIN^Q:621-3122
evm.model.Seg1516.4.1.57f48f76,sp|Q32PH0|TPPC9_BOVIN^sp|Q32PH0|TPPC9_BOVIN^Q:621-3122
evm.model.Seg1516.5,sp|P97698|SMO_RAT^sp|P97698|SMO_RAT^Q:403-1917
evm.model.Seg1516.6,sp|P54360|FOJO_DROME^sp|P54360|FOJO_DROME^Q:1138-2082
evm.model.Seg1516.7,.
evm.model.Seg1516.8,.
evm.model.Seg1516.9,sp|P58501|PAXB1_MOUSE^sp|P58501|PAXB1_MOUSE^Q:848-2965
evm.model.Seg1516.9.1.57f48f76,sp|P58501|PAXB1_MOUSE^sp|P58501|PAXB1_MOUSE^Q:848-2941
evm.model.Seg1516.10,sp|O60506|HNRPQ_HUMAN^sp|O60506|HNRPQ_HUMAN^Q:169-1377
evm.model.Seg1516.11,sp|Q6ZQ88|KDM1A_MOUSE^sp|Q6ZQ88|KDM1A_MOUSE^Q:2-970
evm.model.Seg1516.12,.
evm.model.Seg1516.13,.
evm.model.Seg1516.14,.
evm.model.Seg15166.1,sp|Q9BQS2|SYT15_HUMAN^sp|Q9BQS2|SYT15_HUMAN^Q:312-788
evm.model.Seg1517.1,sp|A8WG21|SNXAB_DANRE^sp|A8WG21|SNXAB_DANRE^Q:434-934
evm.model.Seg1517.2,.
evm.model.Seg1517.3,sp|Q8BJ83|TM2D3_MOUSE^sp|Q8BJ83|TM2D3_MOUSE^Q:4-282
evm.model.Seg1517.4,sp|Q6V0K7|OIT3_RAT^sp|Q6V0K7|OIT3_RAT^Q:1249-1914
evm.model.Seg1517.4.1.57f48f76,sp|Q6V0K7|OIT3_RAT^sp|Q6V0K7|OIT3_RAT^Q:1176-1841
evm.model.Seg1517.4.2.57f48f76,sp|Q6V0K7|OIT3_RAT^sp|Q6V0K7|OIT3_RAT^Q:826-1491
evm.model.Seg1517.5,sp|Q9NQC8|IFT46_HUMAN^sp|Q9NQC8|IFT46_HUMAN^Q:421-1158
evm.model.Seg1517.6,sp|P34743|BTG1_CHICK^sp|P34743|BTG1_CHICK^Q:1-411
evm.model.Seg1517.7,sp|A7SM54|UFC1_NEMVE^sp|A7SM54|UFC1_NEMVE^Q:22-510
evm.model.Seg1517.8,sp|Q9QXX8|NUFP1_MOUSE^sp|Q9QXX8|NUFP1_MOUSE^Q:580-981
evm.model.Seg1517.9,.
evm.model.Seg1517.10,.
evm.model.Seg1517.11,sp|P43686|PRS6B_HUMAN^sp|P43686|PRS6B_HUMAN^Q:1-1194
evm.model.Seg1518.1,.
evm.model.Seg1518.2,sp|O02751|CFDP2_BOVIN^sp|O02751|CFDP2_BOVIN^Q:32-658
evm.model.Seg1518.3,.
evm.model.Seg1518.4,.
evm.model.Seg1518.5,sp|P08154|EGR1_RAT^sp|P08154|EGR1_RAT^Q:920-1411
evm.model.Seg1519.1,sp|Q16363|LAMA4_HUMAN^sp|Q16363|LAMA4_HUMAN^Q:102-629
evm.model.Seg1519.2,.
evm.model.Seg1519.3,.
evm.model.Seg1519.4,sp|A2AWA9|RBGP1_MOUSE^sp|A2AWA9|RBGP1_MOUSE^Q:469-897
evm.model.Seg1519.5,sp|P46531|NOTC1_HUMAN^sp|P46531|NOTC1_HUMAN^Q:4420-7308
evm.model.Seg1519.5,sp|P46531|NOTC1_HUMAN^sp|P46531|NOTC1_HUMAN^Q:4420-7308
evm.model.Seg1519.6,sp|P31580|HCE1_ORYLA^sp|P31580|HCE1_ORYLA^Q:409-969
evm.model.Seg1519.7,sp|Q20191|NAS13_CAEEL^sp|Q20191|NAS13_CAEEL^Q:310-933
evm.model.Seg1519.8,sp|Q9D119|PPR27_MOUSE^sp|Q9D119|PPR27_MOUSE^Q:925-1233
evm.model.Seg15196.1,.
evm.model.Seg15199.1,sp|P12045|PURK_BACSU^sp|P12045|PURK_BACSU^Q:6-752
evm.model.Seg152.1,.
evm.model.Seg152.2.1.57f48f76,.
evm.model.Seg152.2,.
evm.model.Seg152.3,sp|Q8C1A9|ABD18_MOUSE^sp|Q8C1A9|ABD18_MOUSE^Q:28-1479
evm.model.Seg152.4,sp|Q5FVI3|LRC57_RAT^sp|Q5FVI3|LRC57_RAT^Q:1-714
evm.model.Seg152.5,sp|O77783|EXT2_BOVIN^sp|O77783|EXT2_BOVIN^Q:25-2013
evm.model.Seg152.6,sp|E1C7T6|TYW5_CHICK^sp|E1C7T6|TYW5_CHICK^Q:38-928
evm.model.Seg152.7,sp|P54864|JUN_SERCA^sp|P54864|JUN_SERCA^Q:1286-1543
evm.model.Seg152.7,sp|P54864|JUN_SERCA^sp|P54864|JUN_SERCA^Q:1286-1543
evm.model.Seg152.8,sp|P14821|GLB2A_ANAIN^sp|P14821|GLB2A_ANAIN^Q:561-962
evm.model.Seg152.9,.
evm.model.Seg152.10,sp|A4QNP0|TOX4_XENTR^sp|A4QNP0|TOX4_XENTR^Q:1303-1593
evm.model.Seg1520.1,.
evm.model.Seg1520.2,sp|Q8IZ08|GP135_HUMAN^sp|Q8IZ08|GP135_HUMAN^Q:556-1158
evm.model.Seg1520.2.1.57f48f76,sp|Q8IZ08|GP135_HUMAN^sp|Q8IZ08|GP135_HUMAN^Q:834-1436
evm.model.Seg1520.3,sp|Q9D0A0|DET1_MOUSE^sp|Q9D0A0|DET1_MOUSE^Q:142-1731
evm.model.Seg1520.4,sp|Q8CHJ1|PIGU_RAT^sp|Q8CHJ1|PIGU_RAT^Q:113-1339
evm.model.Seg15204.1,.
evm.model.Seg15204.2,.
evm.model.Seg1521.1,sp|Q24292|DS_DROME^sp|Q24292|DS_DROME^Q:453-8732
evm.model.Seg1521.2,sp|Q9XSB8|TPP1_CANLF^sp|Q9XSB8|TPP1_CANLF^Q:151-1839
evm.model.Seg1521.3,sp|Q9EQG6|KDIS_RAT^sp|Q9EQG6|KDIS_RAT^Q:1-2997
evm.model.Seg1521.4,.
evm.model.Seg1521.5,.
evm.model.Seg1522.1,.
evm.model.Seg1522.2,.
evm.model.Seg1522.3,sp|P69478|CHSTB_RAT^sp|P69478|CHSTB_RAT^Q:169-1002
evm.model.Seg1522.4,.
evm.model.Seg1522.5,.
evm.model.Seg1522.6,.
evm.model.Seg1522.7,.
evm.model.Seg1522.8,sp|P04323|POL3_DROME^sp|P04323|POL3_DROME^Q:73-672
evm.model.Seg1522.9,sp|Q6ZMV7|LEKR1_HUMAN^sp|Q6ZMV7|LEKR1_HUMAN^Q:1-699
evm.model.Seg1522.10,.
evm.model.Seg1522.10,.
evm.model.Seg1522.10,.
evm.model.Seg1522.10,.
evm.model.Seg1522.11,.
evm.model.Seg1522.12,.
evm.model.Seg1522.13,.
evm.model.Seg1522.14,sp|Q569D5|SBP1_XENTR^sp|Q569D5|SBP1_XENTR^Q:841-1347
evm.model.Seg1522.15,sp|Q08C33|ISOC1_DANRE^sp|Q08C33|ISOC1_DANRE^Q:1-270
evm.model.Seg1523.1,.
evm.model.Seg1523.2,sp|F1MSG6|RPGF2_BOVIN^sp|F1MSG6|RPGF2_BOVIN^Q:1-378
evm.model.Seg1523.3,sp|Q5UPX0|YR290_MIMIV^sp|Q5UPX0|YR290_MIMIV^Q:120-587
evm.model.Seg1523.4,sp|O09053|WRN_MOUSE^sp|O09053|WRN_MOUSE^Q:4-261
evm.model.Seg1523.5,.
evm.model.Seg1523.6,.
evm.model.Seg1523.7,.
evm.model.Seg15233.1,.
evm.model.Seg1524.1,sp|Q91VM3|WIPI4_MOUSE^sp|Q91VM3|WIPI4_MOUSE^Q:39-1046
evm.model.Seg1524.2,sp|A4II20|EGR1_XENTR^sp|A4II20|EGR1_XENTR^Q:1134-1424
evm.model.Seg1524.3,sp|B0BLT0|ZN593_XENTR^sp|B0BLT0|ZN593_XENTR^Q:253-558
evm.model.Seg1524.4,sp|Q5ZI34|F213A_CHICK^sp|Q5ZI34|F213A_CHICK^Q:70-579
evm.model.Seg1524.5,sp|Q641Z1|LIN54_RAT^sp|Q641Z1|LIN54_RAT^Q:1510-1692
evm.model.Seg1524.6,sp|Q13045|FLII_HUMAN^sp|Q13045|FLII_HUMAN^Q:43-3750
evm.model.Seg1524.7.1.57f48f76,sp|Q74FW6|TSAL_GEOSL^sp|Q74FW6|TSAL_GEOSL^Q:574-1713
evm.model.Seg1524.7,sp|Q74FW6|TSAL_GEOSL^sp|Q74FW6|TSAL_GEOSL^Q:455-1594
evm.model.Seg1524.7.2.57f48f76,sp|Q74FW6|TSAL_GEOSL^sp|Q74FW6|TSAL_GEOSL^Q:794-1933
evm.model.Seg1524.8,sp|P17126|ACT_HYDVU^sp|P17126|ACT_HYDVU^Q:114-1241
evm.model.Seg1524.9,sp|Q5ZKZ9|LMF2_CHICK^sp|Q5ZKZ9|LMF2_CHICK^Q:3-197
evm.model.Seg1524.10,sp|Q80VJ2|SRA1_MOUSE^sp|Q80VJ2|SRA1_MOUSE^Q:1311-1649
evm.model.Seg1524.11,sp|P62266|RS23_HUMAN^sp|P62266|RS23_HUMAN^Q:19-297
evm.model.Seg1524.12,sp|P48804|FGF4_CHICK^sp|P48804|FGF4_CHICK^Q:457-651
evm.model.Seg1525.1,.
evm.model.Seg1525.2,.
evm.model.Seg1525.3,.
evm.model.Seg1525.4,.
evm.model.Seg1525.5,sp|Q0P6H9|TMM62_HUMAN^sp|Q0P6H9|TMM62_HUMAN^Q:27-1217
